source_id,title,source_owner,owner_basis,countries,country_ids,institutions,institution_ids,url,source_type,evidence_lanes,effective_evidence_lane,evidence_layers,dependent_claims,report_critical,priority,expected_check_cadence,last_checked,document_date_or_version,version_basis,local_or_registry_location,registry_ids,data_paths,used_for,current_status,review_notes
LRS-698C57F6663315,2025 education-sector anticorruption implementation report,mec.gov.md,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Moldova,moldova,,,https://mec.gov.md/sites/default/files/raport_privind_implementarea_in_anul_2025_a_planului_sectorial_anticoruptie_in_domeniul_educatiei_aprobat_prin_ordinul_ministrului_educatiei_si_cercetarii_nr._658_din_07.05.2025._1_2.pdf,PDF,general-research-integrity | supporting-unclassified,general-research-integrity,country_dossier | source_registry,country:moldova:institutional-routes | country:moldova:public-output | country:moldova:source-backbone | country:moldova:system-allocation | country:moldova:system-map | country:moldova:timeline,true,medium,quarterly when claim-active; otherwise annual,2026-04-23,2025 | year:2025,explicit source metadata | year in title or URL,data/Moldova/raw documentation/source notes/Moldova deep-dive sources.md | data/source-registry.csv#MD-S005,MD-S005,data/countries.js#COUNTRY_DATA[21].documents[5].url | data/countries.js#COUNTRY_DATA[21].dossierDetails.integrityCommittees.groups[0].committees[2].links[2].url | data/countries.js#COUNTRY_DATA[21].dossierDetails.networkLayers[0].actors[1].documents[2].url | data/countries.js#COUNTRY_DATA[21].dossierDetails.networkLayers[0].actors[2].documents[1].url | data/countries.js#COUNTRY_DATA[21].dossierDetails.sourceLinks[5].url | data/countries.js#COUNTRY_DATA[21].dossierDetails.timeline[15].sourceUrl | data/countries.js#COUNTRY_DATA[21].transparency.resources[4].url | data/source-registry.csv#MD-S005,"Education-sector integrity and anticorruption implementation, including the higher-education council | Moldova committee and case-file pilot",not yet technically audited by this maintenance pipeline,Aggregate ministry reporting confirming that the Ethics and Management Council examined 3 submissions in 2025; useful for coding activity visibility without a decision archive. | Useful for coding aggregate reporting separately from file-level publication.
LRS-6A020B475F2DF7,ni.ac.rs,ni.ac.rs,URL hostname fallback from source registry; review before publication attribution,Serbia,,,,https://www.ni.ac.rs/dokumenti/category/140-komitet-za-profesionalnu-etiku,Website,supporting-unclassified,supporting-unclassified,source_registry,,false,supporting,annual or on demand,2026-04-17,,not recorded,data/Serbia/Overview Serbia.docx | data/source-registry.csv#OV-RS-010,OV-RS-010,data/source-registry.csv#OV-RS-010,Overview country extraction,not yet technically audited by this maintenance pipeline,Embedded hyperlink in country overview document used for app extraction.
LRS-6A1252868444B5,NCEQE authorization FAQ,eqe.ge,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Georgia,georgia,,,https://eqe.ge/en/faq/35/show,official webpage or document,general-research-integrity | supporting-unclassified,general-research-integrity,country_dossier | source_registry,country:georgia:institutional-routes | country:georgia:source-backbone,true,medium,quarterly when claim-active; otherwise annual,2026-04-28,accessed 28 April 2026,explicit source metadata | not recorded,data/Georgia/raw documentation/source notes/Georgia first-dossier sources.md | data/source-registry.csv#GE-S010,GE-S010,data/countries.js#COUNTRY_DATA[14].dossierDetails.integrityCommittees.groups[0].committees[1].links[1].url | data/countries.js#COUNTRY_DATA[14].dossierDetails.sourceLinks[8].url | data/source-registry.csv#GE-S010,Georgia first expanded app dossier,not yet technically audited by this maintenance pipeline,"Authorization standards, decisions, monitoring and publication explanation. | Official NCEQE source on authorization standards, expert panels, publication of substantiated decisions and council decision types."
LRS-6A1758D759AFFC,Npof decisions penalties and appeals,npof.se,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Sweden,sweden,,,https://npof.se/en/research-misconduct/decisions-penalties-and-appeals,decision/output archive,general-research-integrity | supporting-unclassified,general-research-integrity,country_dossier | source_registry,country:sweden:public-output,true,medium,quarterly when claim-active; otherwise annual,2026-04-23,,not recorded,data/source-registry.csv#SE-S007 | data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,SE-S007,data/countries.js#COUNTRY_DATA[4].transparency.resources[2].url | data/source-registry.csv#SE-S007,"Decision consequences, follow-up and appeals in misconduct cases | Sweden review and relabel",not yet technically audited by this maintenance pipeline,Explains decision consequences follow-up duties and appeal path. | Useful for understanding the public legal path after an Npof decision.
LRS-6A223E3519F9D4,Research-integrity roundtable and 2025 annual report article,vaia.gov.sk,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Slovakia,slovakia,,,https://vaia.gov.sk/sk/2026/04/veda-ako-moralny-kompas-slovensko-systematizuje-pravidla-vyskumnej-integrity,annual report,general-research-integrity | supporting-unclassified,general-research-integrity,country_dossier | source_registry,country:slovakia:public-output | country:slovakia:source-backbone | country:slovakia:system-allocation | country:slovakia:timeline,true,medium,quarterly when claim-active; otherwise annual,2026-04-23,17 April 2026 | year:2026,explicit source metadata | year in title or URL,data/Slovakia/raw documentation/source notes/Slovakia deep-dive sources.md | data/source-registry.csv#SK-S011,SK-S011,data/countries.js#COUNTRY_DATA[22].dossierDetails.networkLayers[0].actors[1].documents[1].url | data/countries.js#COUNTRY_DATA[22].dossierDetails.sourceLinks[13].url | data/countries.js#COUNTRY_DATA[22].dossierDetails.timeline[10].sourceUrl | data/countries.js#COUNTRY_DATA[22].transparency.resources[8].url | data/source-registry.csv#SK-S011,"Roundtable, annual reporting and institutional uptake | Slovakia deep dossier",not yet technically audited by this maintenance pipeline,Late-stage public reporting trace for the new national layer. | Useful late-stage source for how the national layer presents itself in 2026.
LRS-6A8AAFA2F1D2AE,Organisations committed to the human-sciences guideline,tenk.fi,URL hostname fallback; review before publication attribution,Finland,finland,,,https://tenk.fi/fi/eettinen-ennakkoarviointi/ihmistieteiden-ohjeeseen-sitoutuneet-organisaatiot,Commitment list,general-research-integrity,general-research-integrity,country_dossier,country:finland:institutional-routes,true,medium,quarterly when claim-active; otherwise annual,2026-04-23,,not recorded,,,data/countries.js#COUNTRY_DATA[2].dossierDetails.integrityCommittees.groups[1].committees[0].documents[1].url,,not yet technically audited by this maintenance pipeline,Finnish-language TENK list for organisations committed to the human-sciences ethical review guideline.
LRS-6AB49CFCE4EF44,University of Tirana legislation page,unitir.edu.al,URL hostname fallback from source registry; review before publication attribution,Albania,,,,https://unitir.edu.al/legjislacioni,Website,supporting-unclassified,supporting-unclassified,source_registry,,false,supporting,annual or on demand,2026-04-16,,not recorded,data/Albania/raw documentation/source notes/initial extraction notes.md | data/source-registry.csv#AL-S003,AL-S003,data/source-registry.csv#AL-S003,Initial source map,not yet technically audited by this maintenance pipeline,"Used to identify Law No. 80/2015, university statute, regulations, and ethics code as candidate sources."
LRS-6AB7983BF9B67F,EPM Guide to ethical review published,etikprovningsmyndigheten.se,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Sweden,sweden,,,https://etikprovningsmyndigheten.se/wp-content/uploads/2024/05/Guide-to-the-ethical-review_webb.pdf,PDF,boundary-regime | general-research-integrity,mixed-or-review,country_dossier | source_registry,,true,medium,quarterly when claim-active; otherwise annual,2026-04-23,2024 | year:2024,explicit source metadata | year in title or URL,data/source-registry.csv#SE-S016 | data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,SE-S016,data/countries.js#COUNTRY_DATA[4].dossierDetails.integrityCommittees.groups[0].committees[1].documents[1].url | data/countries.js#COUNTRY_DATA[4].dossierDetails.sourceLinks[15].url | data/countries.js#COUNTRY_DATA[4].dossierDetails.timeline[11].sourceUrl | data/source-registry.csv#SE-S016,Sweden review and relabel,not yet technically audited by this maintenance pipeline,Current practical guide to whether and how ethical review applies. | EPM guide for planning and assessing whether ethical review is required.
LRS-6AC1D94CC6B74C,UZH news: Researchers Who Cheat,news.uzh.ch,URL hostname fallback; review before publication attribution,Switzerland,switzerland,University of Zurich,university-of-zurich,https://www.news.uzh.ch/en/articles/news/2023/integrity-scientific.html,procedure or regulation,general-research-integrity,general-research-integrity,member_profile,member:university-of-zurich:institutional-route,true,high,monthly technical check; quarterly content review,2026-07-15,year:2023,year in title or URL,,,data/leru-members.js#LERU_MEMBER_DATA[23].sourceLinks[6].url,procedure context and limited aggregate reference,not yet technically audited by this maintenance pipeline,Use only as contextual evidence for the procedure and limited aggregate references; it is not a recurring output channel.
LRS-6AC9362F87DA60,TSU academic-integrity policy approved,tsu.ge,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Georgia,georgia,,,https://www.tsu.ge/en/quality-assurance/page/Regulations--Integrity-,Institutional integrity policy,general-research-integrity,general-research-integrity,country_dossier | source_registry,country:georgia:institutional-routes | country:georgia:public-output | country:georgia:source-backbone | country:georgia:timeline,true,medium,quarterly when claim-active; otherwise annual,2026-04-28,13 May 2020 | accessed 28 April 2026,explicit source metadata | not recorded,data/Georgia/raw documentation/source notes/Georgia first-dossier sources.md | data/source-registry.csv#GE-S013,GE-S013,data/countries.js#COUNTRY_DATA[14].dossierDetails.integrityCommittees.groups[1].committees[1].links[0].url | data/countries.js#COUNTRY_DATA[14].dossierDetails.sourceLinks[11].url | data/countries.js#COUNTRY_DATA[14].dossierDetails.timeline[4].sourceUrl | data/countries.js#COUNTRY_DATA[14].transparency.resources[2].url | data/source-registry.csv#GE-S013,"Academic integrity, plagiarism prevention and internal regulations | Georgia first expanded app dossier",not yet technically audited by this maintenance pipeline,"Academic-integrity policy, anti-plagiarism and related legal-act update source. | TSU source for academic-integrity policy, anti-plagiarism regulatory updates and internal disciplinary/legal-act alignment. | Useful institutional baseline; no case archive located."
LRS-6ADD629CE946EB,University of Freiburg Rector annual report 2016-2017,uni-freiburg.de,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Germany,germany,University of Freiburg,university-of-freiburg,https://uni-freiburg.de/en/wp-content/uploads/sites/61/Uni-Freiburg-Jahresbericht-des-Rektors-2016-17.pdf,PDF,general-research-integrity | supporting-unclassified,general-research-integrity,member_profile | source_registry,member:university-of-freiburg:public-output,true,high,monthly technical check; quarterly content review,2026-07-30,year:2016,year in title or URL,data/Germany/raw documentation/source notes/Germany deep-dive sources.md | data/source-registry.csv#DE-S064,DE-S064,data/leru-members.js#LERU_MEMBER_DATA[7].sourceLinks[9].url | data/source-registry.csv#DE-S064,historical three-year integrity-matter counts | LERU priority-member source-current verification,not yet technically audited by this maintenance pipeline,"Pages 42-45 record 51 centrally pending matters over the three-year term, including 39 involving the Investigation Commission and 28 examined by the self-control officer."
LRS-6AE297750B0A02,RISEBA Research Integrity,riseba.lv,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Latvia,latvia,,,https://riseba.lv/en/science/research-integrity,Research integrity page,general-research-integrity,general-research-integrity,country_dossier | source_registry,country:latvia:institutional-routes | country:latvia:source-backbone | country:latvia:system-allocation,true,medium,quarterly when claim-active; otherwise annual,2026-04-30,,not recorded,data/Latvia/raw documentation/source notes/Latvia deep-dive sources.md | data/source-registry.csv#LV-S016,LV-S016,data/countries.js#COUNTRY_DATA[16].dossierDetails.integrityCommittees.groups[1].committees[7].links[0].url | data/countries.js#COUNTRY_DATA[16].dossierDetails.networkLayers[2].actors[4].documents[0].url | data/countries.js#COUNTRY_DATA[16].dossierDetails.sourceLinks[44].url | data/source-registry.csv#LV-S016,Latvia quality-consolidation pass,not yet technically audited by this maintenance pipeline,RISEBA page applying the 2023 ALLEA code and routing concerns or breaches to the RISEBA Ethics Board.
LRS-6AEDBDC8661069,ICI Bucharest ethics code,ici.ro,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Romania,romania,,,https://www.ici.ro/documents/94/Cod_de_etica.pdf,PDF,general-research-integrity | supporting-unclassified,general-research-integrity,country_dossier | source_registry,country:romania:system-allocation,true,medium,quarterly when claim-active; otherwise annual,2026-04-23,,not recorded,data/Romania/raw documentation/source notes/Romania deep-dive sources.md | data/source-registry.csv#RO-S034,RO-S034,data/countries.js#COUNTRY_DATA[48].dossierDetails.networkLayers[3].actors[3].documents[1].url | data/source-registry.csv#RO-S034,Romania deep dossier,not yet technically audited by this maintenance pipeline,Local CDI ethics-code source for a public research institute.
LRS-6B122697079CB2,LMU Medical Faculty good scientific practice resources,med.lmu.de,URL hostname fallback; review before publication attribution,Germany,germany,Ludwig-Maximilians-Universitat Munchen / LMU Munich,lmu-munich,https://www.med.lmu.de/de/promotion/gwp,support route,mixed-or-review,mixed-or-review,member_profile,member:lmu-munich:boundary-regimes,true,high,monthly technical check; quarterly content review,2026-07-15,,not recorded,,,data/leru-members.js#LERU_MEMBER_DATA[16].sourceLinks[2].url,"faculty-facing GWP, ethics, animal, open-science and conflict-support signposting",not yet technically audited by this maintenance pipeline,"Use as support and boundary signposting evidence, not as the university-wide procedure itself."
LRS-6B2BEE3A296EA9,Roskomnadzor home page,rkn.gov.ru,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Russia,russia,,,https://rkn.gov.ru/,Official authority page,boundary-regime | general-research-integrity,mixed-or-review,country_dossier | source_registry,country:russia:boundary-regimes,true,medium,quarterly when claim-active; otherwise annual,2026-04-24,,not recorded,data/Russia/raw documentation/source notes/Russia deep-dive sources.md | data/source-registry.csv#RU-S028,RU-S028,data/countries.js#COUNTRY_DATA[44].dossierDetails.networkLayers[4].actors[2].documents[0].url | data/countries.js#COUNTRY_DATA[44].dossierDetails.sourceLinks[25].url | data/source-registry.csv#RU-S028,Russia deep dossier,not yet technically audited by this maintenance pipeline,Boundary authority for personal-data compliance.
LRS-6B3DE7B8DC7A9D,CNRS responsibility of research,cnrs.fr,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,France,france,,,https://www.cnrs.fr/fr/le-cnrs/responsabilites/responsabilite-de-recherche,Research-operator integrity route,general-research-integrity,general-research-integrity,country_dossier | source_registry,country:france:source-backbone,true,medium,quarterly when claim-active; otherwise annual,2026-04-29,,not recorded,data/France/raw documentation/source notes/France deep-dive sources.md | data/source-registry.csv#FR-S019,FR-S019,data/countries.js#COUNTRY_DATA[6].dossierDetails.sourceLinks[24].url | data/source-registry.csv#FR-S019,France review and relabel,not yet technically audited by this maintenance pipeline,Stable CNRS route for scientific integrity and related responsibility structures.
LRS-6B843106FE295E,CSIC integrity and good practices,csic.es,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Spain,spain,,,https://www.csic.es/es/el-csic/etica-e-integridad-cientifica-en-el-csic/integridad-cientifica-y-buenas-practicas,Institutional integrity portal,general-research-integrity | supporting-unclassified,general-research-integrity,country_dossier | source_registry,country:spain:institutional-routes | country:spain:source-backbone | country:spain:system-allocation,true,medium,quarterly when claim-active; otherwise annual,2026-04-24,,not recorded,data/source-registry.csv#ES-S014 | data/Spain/raw documentation/source notes/Spain deep-dive sources.md,ES-S014,data/countries.js#COUNTRY_DATA[9].dossierDetails.integrityCommittees.groups[1].committees[0].documents[1].url | data/countries.js#COUNTRY_DATA[9].dossierDetails.networkLayers[2].actors[0].documents[1].url | data/countries.js#COUNTRY_DATA[9].dossierDetails.sourceLinks[14].url | data/source-registry.csv#ES-S014,Spain review and relabel,not yet technically audited by this maintenance pipeline,"Defines integrity, good practices, conflicts of interest and deviations from good scientific practice. | Main CSIC integrity portal for codes subcommittees and guidance."
LRS-6B872A46DFDC29,Law On the National Academy of Sciences of Belarus,pravo.by,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Belarus,belarus,,,https://pravo.by/document?guid=3871&p0=H19800159,Law,general-research-integrity | supporting-unclassified,general-research-integrity,country_dossier | source_registry,country:belarus:source-backbone | country:belarus:system-allocation | country:belarus:timeline,true,medium,quarterly when claim-active; otherwise annual,2026-04-24,1998 | year:1980,explicit source metadata | year in title or URL,data/Belarus/raw documentation/source notes/Belarus deep-dive sources.md | data/source-registry.csv#BY-S009,BY-S009,data/countries.js#COUNTRY_DATA[26].dossierDetails.networkLayers[0].actors[0].documents[2].url | data/countries.js#COUNTRY_DATA[26].dossierDetails.sourceLinks[8].url | data/countries.js#COUNTRY_DATA[26].dossierDetails.timeline[3].sourceUrl | data/source-registry.csv#BY-S009,Belarus deep dossier,not yet technically audited by this maintenance pipeline,Core legal source for the Academy.
LRS-6B8C5A9B087F2A,Alþingi,althingi.is,URL hostname fallback from source registry; review before publication attribution,Iceland,,,,https://www.althingi.is/altext/stjt/2019.070.html,Website,supporting-unclassified,supporting-unclassified,source_registry,,false,supporting,annual or on demand,2026-04-17,year:2019,year in title or URL,data/Iceland/Overview Iceland.docx | data/source-registry.csv#OV-IS-001,OV-IS-001,data/source-registry.csv#OV-IS-001,Overview country extraction,not yet technically audited by this maintenance pipeline,Embedded hyperlink in country overview document used for app extraction.
LRS-6BA920F5028938,Ministry of Civil Affairs,mcp.gov.ba,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Bosnia and Herzegovina,bosnia-and-herzegovina,,,https://mcp.gov.ba/en/about-the-science-and-culture-sector,Official ministry page,general-research-integrity | supporting-unclassified,general-research-integrity,country_dossier | source_registry,country:bosnia-and-herzegovina:source-backbone | country:bosnia-and-herzegovina:system-allocation,true,medium,quarterly when claim-active; otherwise annual,2026-04-24,,not recorded,data/Bosnia and Herzegovina/Overview Bosnia and Herzegovina.docx | data/source-registry.csv#OV-BA-007,OV-BA-007,data/countries.js#COUNTRY_DATA[40].dossierDetails.networkLayers[0].actors[0].documents[1].url | data/countries.js#COUNTRY_DATA[40].dossierDetails.sourceLinks[3].url | data/source-registry.csv#OV-BA-007,Overview country extraction | Science sector and Council for Science support,not yet technically audited by this maintenance pipeline,Embedded hyperlink in country overview document used for app extraction.
LRS-6BB64E77DF7C7E,OeAWI Activity Report 2023,oeawi.at,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Austria,austria,,,https://oeawi.at/wp-content/uploads/2025/06/OeAWI_ActivityReport_2023.pdf,PDF,general-research-integrity | supporting-unclassified,general-research-integrity,country_dossier | source_registry,country:austria:source-backbone,true,medium,quarterly when claim-active; otherwise annual,2026-04-30,June 2025 | year:2023,explicit source metadata | year in title or URL,data/Austria/raw documentation/source notes/Austria deep-dive sources.md | data/source-registry.csv#AT-S009,AT-S009,data/countries.js#COUNTRY_DATA[25].dossierDetails.sourceLinks[9].url | data/source-registry.csv#AT-S009,Austria deep dossier,not yet technically audited by this maintenance pipeline,"Used for prevention, training and system-building activity."
LRS-6BB8BD4ACBA85E,ITU good scientific practice,en.itu.dk,URL hostname fallback; review before publication attribution,Denmark,denmark,,,https://en.itu.dk/research/good-scientific-practice,Practice-committee page,general-research-integrity,general-research-integrity,country_dossier,country:denmark:institutional-routes,true,medium,quarterly when claim-active; otherwise annual,2026-04-23,,not recorded,,,data/countries.js#COUNTRY_DATA[1].dossierDetails.integrityCommittees.groups[1].committees[7].links[0].url,,not yet technically audited by this maintenance pipeline,"Lists committee members, complaint email and guideline link."
LRS-6BC09A1F1E5DF8,Committee for Professional Ethics,kg.ac.rs,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Serbia,serbia,,,https://www.kg.ac.rs/odbor_za_profesionalnu_etiku.php?pismo=latinica,Committee page,general-research-integrity | supporting-unclassified,general-research-integrity,country_dossier | source_registry,country:serbia:institutional-routes | country:serbia:public-output | country:serbia:source-backbone | country:serbia:system-allocation | country:serbia:timeline,true,medium,quarterly when claim-active; otherwise annual,2026-04-24,14 July 2023,explicit source metadata | not recorded,data/Serbia/raw documentation/source notes/Serbia deep-dive sources.md | data/source-registry.csv#RS-S009,RS-S009,data/countries.js#COUNTRY_DATA[42].dossierDetails.integrityCommittees.groups[2].committees[2].links[0].url | data/countries.js#COUNTRY_DATA[42].dossierDetails.networkLayers[3].actors[2].documents[0].url | data/countries.js#COUNTRY_DATA[42].dossierDetails.sourceLinks[17].url | data/countries.js#COUNTRY_DATA[42].dossierDetails.timeline[7].sourceUrl | data/countries.js#COUNTRY_DATA[42].transparency.resources[5].url | data/source-registry.csv#RS-S009,Serbia committee-and-case-file pilot | University-level professional-ethics committee membership and appointment decisions,not yet technically audited by this maintenance pipeline,"Best current Serbian institutional appointment archive located in this pass. | Committee membership and appointment/dismissal decisions through 7 May 2025; appointment-document archive, not case-output archive. | Lists committee members and current mandate period."
LRS-6BC6C0965EC1BE,FNI,fni.bg,URL hostname fallback from source registry; review before publication attribution,Bulgaria,,,,https://fni.bg/?q=node%2f18,Website,supporting-unclassified,supporting-unclassified,source_registry,,false,supporting,annual or on demand,2026-04-17,,not recorded,data/Bulgaria/Overview Bulgaria.docx | data/source-registry.csv#OV-BG-004,OV-BG-004,data/source-registry.csv#OV-BG-004,Overview country extraction,not yet technically audited by this maintenance pipeline,Embedded hyperlink in country overview document used for app extraction.
LRS-6BD281A5AFA4E7,Scientific integrity presentation at the University of Rijeka,uniri.hr,URL hostname fallback; review before publication attribution,Croatia,croatia,,,https://uniri.hr/wp-content/uploads/2022/12/Znanstvena-cestitost_Vanja-Pupovac_22-11-2022.pdf,PDF,general-research-integrity,general-research-integrity,country_dossier,country:croatia:system-allocation,true,medium,quarterly when claim-active; otherwise annual,2026-04-24,29 November 2022,explicit source metadata,,,data/countries.js#COUNTRY_DATA[27].dossierDetails.networkLayers[3].actors[1].documents[2].url,,not yet technically audited by this maintenance pipeline,
LRS-6BD50A4024A46C,CNECSDTI decisions archive,cnecsdti.research.gov.ro,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Romania,romania,,,https://cnecsdti.research.gov.ro/hotarari,decision/output archive,general-research-integrity | supporting-unclassified,general-research-integrity,source_registry | transparency_layer,transparency:romania:publication-model,true,high,monthly technical check; quarterly content review,2026-04-17,,not recorded,data/source-registry.csv#TR-RO-001 | data/transparency.js,TR-RO-001,data/source-registry.csv#TR-RO-001 | data/transparency.js#TRANSPARENCY_DATA[25].resources[0].url,National | Transparency case-publication extraction,not yet technically audited by this maintenance pipeline,Current archive of council decisions. | Structured current archive of council decisions.
LRS-6BE22CA9C61A16,dipae.ac.cy,dipae.ac.cy,URL hostname fallback from source registry; review before publication attribution,Cyprus,,,,https://www.dipae.ac.cy/index.php/en,Website,supporting-unclassified,supporting-unclassified,source_registry,,false,supporting,annual or on demand,2026-04-17,,not recorded,data/Cyprus/Overview Cyprus.docx | data/source-registry.csv#OV-CY-009,OV-CY-009,data/source-registry.csv#OV-CY-009,Overview country extraction,not yet technically audited by this maintenance pipeline,Embedded hyperlink in country overview document used for app extraction.
LRS-6C0DAF2AE87343,Mediterranean University Ethics Code,unimediteran.net,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Montenegro,montenegro,,,https://unimediteran.net/wp-content/uploads/2022/11/ETICKI_KODEKS_UM_nov2022.pdf,PDF,general-research-integrity | supporting-unclassified,general-research-integrity,country_dossier | source_registry,country:montenegro:institutional-routes | country:montenegro:source-backbone | country:montenegro:system-allocation,true,medium,quarterly when claim-active; otherwise annual,2026-04-23,24 November 2022 | year:2022,explicit source metadata | year in title or URL,data/Montenegro/raw documentation/source notes/Montenegro deep-dive sources.md | data/source-registry.csv#ME-S036,ME-S036,data/countries.js#COUNTRY_DATA[46].dossierDetails.integrityCommittees.groups[1].committees[2].links[2].url | data/countries.js#COUNTRY_DATA[46].dossierDetails.networkLayers[3].actors[1].documents[2].url | data/countries.js#COUNTRY_DATA[46].dossierDetails.sourceLinks[22].url | data/source-registry.csv#ME-S036,Montenegro committee and case-file pilot,not yet technically audited by this maintenance pipeline,"Private-university ethics code showing public statements, Bulletin publication and media publication as local sanction-publicity routes. | Shows local publicity clauses for sanctions, statements and Bulletin or media publication. | Shows publicity clauses for sanctions and public statements."
LRS-6C0E60114E4F7D,National Council ministry page,mzom.gov.hr,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Croatia,croatia,,,https://mzom.gov.hr/istaknute-teme/nacionalna-vijeca-strucna-i-radna-tijela-i-povjerenstva/nacionalno-vijece-za-visoko-obrazovanje-znanost-i-tehnoloski-razvoj/324,Official ministry page,general-research-integrity,general-research-integrity,country_dossier | source_registry,country:croatia:institutional-routes | country:croatia:source-backbone | country:croatia:system-allocation,true,medium,quarterly when claim-active; otherwise annual,2026-04-24,,not recorded,data/Croatia/raw documentation/source notes/Croatia deep-dive sources.md | data/source-registry.csv#HR-S004,HR-S004,data/countries.js#COUNTRY_DATA[27].dossierDetails.integrityCommittees.groups[0].committees[0].links[0].url | data/countries.js#COUNTRY_DATA[27].dossierDetails.networkLayers[0].actors[1].documents[0].url | data/countries.js#COUNTRY_DATA[27].dossierDetails.sourceLinks[8].url | data/source-registry.csv#HR-S004,Croatia deep dossier,not yet technically audited by this maintenance pipeline,Main official entry point for the current Council and its statutory competences.
LRS-6C1892E73C3692,AKOKVO GAIN article,akokvo.me,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Montenegro,montenegro,,,https://akokvo.me/en/akokvo-becomes-a-member-of-the-global-academic-integrity-network-gain,Official AKOKVO article,general-research-integrity | supporting-unclassified,general-research-integrity,country_dossier | source_registry,country:montenegro:system-allocation,true,medium,quarterly when claim-active; otherwise annual,2026-04-23,,not recorded,data/Montenegro/raw documentation/source notes/Montenegro deep-dive sources.md | data/source-registry.csv#ME-S020,ME-S020,data/countries.js#COUNTRY_DATA[46].dossierDetails.networkLayers[2].actors[1].documents[1].url | data/source-registry.csv#ME-S020,Montenegro deep dossier,not yet technically audited by this maintenance pipeline,Used to confirm implementation of the pilot academic-integrity standard in the second cycle.
LRS-6C2E5016FCD427,UI committee page,english.hi.is,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Iceland,iceland,,,https://english.hi.is/about-ui/governance/university-council-committees,Committee term,boundary-regime | general-research-integrity | supporting-unclassified,mixed-or-review,country_dossier | source_registry,country:iceland:boundary-regimes,true,medium,quarterly when claim-active; otherwise annual,2026-04-24,1 July 2023,explicit source metadata | not recorded,data/Iceland/Overview Iceland.docx | data/source-registry.csv#OV-IS-017,OV-IS-017,data/countries.js#COUNTRY_DATA[39].dossierDetails.integrityCommittees.groups[1].committees[0].links[0].url | data/countries.js#COUNTRY_DATA[39].dossierDetails.integrityCommittees.groups[1].committees[1].links[0].url | data/countries.js#COUNTRY_DATA[39].dossierDetails.integrityCommittees.groups[3].committees[1].links[0].url | data/countries.js#COUNTRY_DATA[39].dossierDetails.networkLayers[1].actors[1].documents[0].url | data/countries.js#COUNTRY_DATA[39].dossierDetails.networkLayers[1].actors[2].documents[0].url | data/countries.js#COUNTRY_DATA[39].dossierDetails.networkLayers[3].actors[2].documents[0].url | data/countries.js#COUNTRY_DATA[39].dossierDetails.sourceLinks[9].url | data/countries.js#COUNTRY_DATA[39].dossierDetails.timeline[8].sourceUrl | data/source-registry.csv#OV-IS-017,"Committee role and 2023-2026 membership | Composition, code and operational rules | Joint UI/Landspitali IP committee | Overview country extraction | UI Ethics Committee, Science Ethics Committee, IP Committee and governance",not yet technically audited by this maintenance pipeline,Embedded hyperlink in country overview document used for app extraction.
