source_id,country,title,url,source_type,raw_documentation_category,accessed,used_for,stored_in,notes
IE-S034,Ireland,Technological Universities Act 2018,https://www.irishstatutebook.ie/eli/2018/act/3/enacted/en/html,Website,law references,2026-04-22,Ireland review and relabel,data/Ireland/raw documentation/source notes/Ireland deep-dive sources.md,"Statutory background for the technological-university part of the Irish system."
IE-S035,Ireland,Research Ireland Grant General Terms and Conditions,https://media.researchireland.ie/wp-content/uploads/2026/01/Grant-Terms-and-Conditions.pdf,PDF,funder requirements,2026-04-24,Ireland committee-and-case-file pilot,data/Ireland/raw documentation/source notes/Ireland deep-dive sources.md,"Current post-merger Research Ireland terms defining research misconduct and grant-compliance duties."
IE-S036,Ireland,DCU Research Integrity,https://www.dcu.ie/research/research-integrity-dcu,Website,institutional procedures,2026-04-24,Ireland committee-and-case-file pilot,data/Ireland/raw documentation/source notes/Ireland deep-dive sources.md,"Current institutional route page with RIO contact, procedure links, anonymous-reporting option and timeline fragments."
IE-S037,Ireland,TUS Research Integrity,https://tus.ie/rdi/research/research-integrity/,Website,institutional procedures,2026-04-24,Ireland committee-and-case-file pilot,data/Ireland/raw documentation/source notes/Ireland deep-dive sources.md,"Technological-university route with mandatory training, RIO contact, policy links and formal allegation form."
IE-S038,Ireland,MTU Research Integrity,https://www.mtu.ie/research/research-integrity/,Website,institutional procedures,2026-04-24,Ireland committee-and-case-file pilot,data/Ireland/raw documentation/source notes/Ireland deep-dive sources.md,"RICO route with open training/resource outputs and misconduct-protocol access by request."
IE-S039,Ireland,SETU Research Integrity,https://www.setu.ie/research-innovation/researcher-support/researcher-compliance/research-integrity,Website,institutional procedures,2026-04-24,Ireland committee-and-case-file pilot,data/Ireland/raw documentation/source notes/Ireland deep-dive sources.md,"Technological-university RICO route with misconduct definitions and training requirements."
IE-S040,Ireland,DkIT Research Integrity,https://www.dkit.ie/about/policies/research-integrity,Website,institutional procedures,2026-04-24,Ireland committee-and-case-file pilot,data/Ireland/raw documentation/source notes/Ireland deep-dive sources.md,"Institute-level 2025 research-integrity policy page."
IE-S041,Ireland,National College of Ireland research misconduct procedures,https://ncisupporthub.ncirl.ie/hc/en-ie/articles/23168427493532-Research-Misconduct-Procedures,Website,institutional procedures,2026-04-24,Ireland committee-and-case-file pilot,data/Ireland/raw documentation/source notes/Ireland deep-dive sources.md,"Detailed institutional inquiry, investigation, record-retention and appeal route with possible publication language."
IE-S042,Ireland,National College of Ireland research integrity,https://www.ncirl.ie/Research/Research-at-National-College-of-Ireland/Research-Support/Research-Integrity,Website,institutional procedures,2026-04-24,Ireland committee-and-case-file pilot,data/Ireland/raw documentation/source notes/Ireland deep-dive sources.md,"Public NCI research-integrity route page."
IE-S043,Ireland,Teagasc Food Programme peer review report and action plan 2024,https://teagasc.ie/wp-content/uploads/uploads/media/website/about/our-organisation/Teagasc-Food-Programme-Peer-Review-Report-Action-Plan-2024.pdf,PDF,reports and monitoring,2026-04-24,Ireland committee-and-case-file pilot,data/Ireland/raw documentation/source notes/Ireland deep-dive sources.md,"Public-RPO review report noting the RIO route, training and absence of actionable integrity issues in that programme review."
PT-S001,Portugal,FCT mission page,https://www.fct.pt/sobre/a-fct/,Website,research integrity offices and bodies,2026-04-22,Portugal review and relabel,data/Portugal/raw documentation/source notes/Portugal deep-dive sources.md,"Core national funder and science-system mission source."
PT-S002,Portugal,FCT Code of Ethics and Conduct,https://former.fct.pt/esp_inteligente/docs/Modelo%20de%20Governa%C3%A7%C3%A3o/5.%20Programa%20de%20Cumprimento%20Normativo/C%C3%B3digo%20de%20%C3%89tica%20e%20Conduta.pdf,PDF,codes of conduct,2026-04-22,Portugal review and relabel,data/Portugal/raw documentation/source notes/Portugal deep-dive sources.md,"Current FCT ethics and conduct framework."
PT-S003,Portugal,FCT Activity Plan 2015,https://www.fct.pt/wp-content/uploads/2024/02/FCT_Plano-de-Atividades-2015.pdf,PDF,reports and monitoring,2026-04-22,Portugal review and relabel,data/Portugal/raw documentation/source notes/Portugal deep-dive sources.md,"Used to trace the Gabinete de Etica e Integridade Cientifica and the 2013 UCP protocol."
PT-S004,Portugal,Regulation for Projects Funded Exclusively by National Funds,https://www.fct.pt/wp-content/uploads/2024/11/Regulation-for-Projects-Funded-Exclusively-by-National-Funds.pdf,PDF,funder requirements,2026-04-22,Portugal review and relabel,data/Portugal/raw documentation/source notes/Portugal deep-dive sources.md,"Core FCT project-funding regulation for ethical and scientifically responsible conduct."
PT-S005,Portugal,Scientific Employment Regulation,https://www.fct.pt/wp-content/uploads/2024/05/Regulamento-n.%C2%BA-607-A_2017-Regulamento-do-Emprego-Cient%C3%ADfico_4.%C2%AAaltera%C3%A7%C3%A3o.pdf,PDF,funder requirements,2026-04-22,Portugal review and relabel,data/Portugal/raw documentation/source notes/Portugal deep-dive sources.md,"Used for the career-funding compliance and withdrawal route."
PT-S006,Portugal,FCT open-access policy,https://www.fct.pt/sobre/politicas-e-estrategias/politicas-de-ciencia-aberta/acesso-aberto-a-publicacoes-cientificas/,Website,open science and data,2026-04-22,Portugal review and relabel,data/Portugal/raw documentation/source notes/Portugal deep-dive sources.md,"Current open-access policy for outputs resulting from FCT funding."
PT-S007,Portugal,FCT Re.Data competence-centre network,https://www.fct.pt/rede-nacional-de-gestao-de-dados-de-investigacao-consolida-ecossistema-de-dados-abertos-em-portugal/,Website,open science and data,2026-04-22,Portugal review and relabel,data/Portugal/raw documentation/source notes/Portugal deep-dive sources.md,"Current research-data infrastructure source for Re.Data and competence centres."
PT-S008,Portugal,CNECV Recommendation 1/2018 on integrity in scientific research,https://www.cnecv.pt/pt/deliberacoes/recomendacoes/integridade-na-investigacao,Website,national policies and guidance,2026-04-22,Portugal review and relabel,data/Portugal/raw documentation/source notes/Portugal deep-dive sources.md,"Key national recommendation on scientific integrity and institutional procedure design."
PT-S009,Portugal,CEIC mission page,https://www.ceic.pt/missao,Website,research integrity offices and bodies,2026-04-22,Portugal review and relabel,data/Portugal/raw documentation/source notes/Portugal deep-dive sources.md,"Current official route for CEIC's statutory role in clinical research ethics."
PT-S010,Portugal,Law 21/2014,https://diariodarepublica.pt/dr/detalhe/lei/21-2014-25344024,Website,law references,2026-04-22,Portugal review and relabel,data/Portugal/raw documentation/source notes/Portugal deep-dive sources.md,"Core Portuguese clinical research law."
PT-S011,Portugal,Decreto-Lei 80/2018,https://diariodarepublica.pt/dr/detalhe/decreto-lei/80-2018-116640101,Website,law references,2026-04-22,Portugal review and relabel,data/Portugal/raw documentation/source notes/Portugal deep-dive sources.md,"Main source for the health ethics committee network regime."
PT-S012,Portugal,Law 9/2026,https://diariodarepublica.pt/dr/detalhe/lei/9-2026-954701055,Website,law references,2026-04-22,Portugal review and relabel,data/Portugal/raw documentation/source notes/Portugal deep-dive sources.md,"Most recent mapped amendment to the clinical research regime."
PT-S013,Portugal,Universidade de Coimbra CEIUC regulation,https://www.uc.pt/site/assets/files/475840/20220816_reg_789_reg_comissao_etica_investigacao_uc.pdf,PDF,institutional procedures,2026-04-22,Portugal review and relabel,data/Portugal/raw documentation/source notes/Portugal deep-dive sources.md,"High-value institutional regulation explicitly combining ethics and integrity."
PT-S014,Portugal,Universidade do Porto ethics and integrity page,https://sigarra.up.pt/up/pt/web_base.gera_pagina?p_pagina=1006588,Website,institutional procedures,2026-04-22,Portugal review and relabel,data/Portugal/raw documentation/source notes/Portugal deep-dive sources.md,"Best public Portuguese university bundle for ethics, integrity and support routes."
PT-S015,Portugal,Universidade do Minho ethics page,https://sou.uminho.pt/pt/Sou-Candidato/A-UMinho/Servicos/Etica/Paginas/Etica.aspx,Website,institutional procedures,2026-04-22,Portugal review and relabel,data/Portugal/raw documentation/source notes/Portugal deep-dive sources.md,"Main public route to the 2025 ethics and conduct system at UMinho."
PT-S016,Portugal,Universidade Catolica Portuguesa integrity policy,https://fa.lisboa.ucp.pt/pt-pt/politica-de-integridade-academica-e-cientifica,Website,institutional procedures,2026-04-22,Portugal review and relabel,data/Portugal/raw documentation/source notes/Portugal deep-dive sources.md,"Private-university integrity policy with explicit AI wording."
PT-S017,Portugal,CES Ethics Committee,https://ces.uc.pt/pt/ces/sobre-o-ces/comissao-de-etica,Website,institutional procedures,2026-04-22,Portugal review and relabel,data/Portugal/raw documentation/source notes/Portugal deep-dive sources.md,"Research-centre ethics committee route."
PT-S018,Portugal,CES Provedoria,https://ces.uc.pt/pt/ces/sobre-o-ces/provedoria,Website,institutional procedures,2026-04-22,Portugal review and relabel,data/Portugal/raw documentation/source notes/Portugal deep-dive sources.md,"Research-centre ombuds and reporting route."
PT-S019,Portugal,DGAV animals for scientific purposes,https://www.dgav.pt/animais/conteudo/animais-para-fins-cientificos/,Website,ethics and boundary regimes,2026-04-22,Portugal review and relabel,data/Portugal/raw documentation/source notes/Portugal deep-dive sources.md,"Main national animal-research boundary source."
PT-S020,Portugal,DGAV project authorisation process,https://www.dgav.pt/animais/conteudo/animais-para-fins-cientificos/bem-estar-animal/bem-estar-introducao/processo-de-autorizacao-de-projetos/,Website,ethics and boundary regimes,2026-04-22,Portugal review and relabel,data/Portugal/raw documentation/source notes/Portugal deep-dive sources.md,"Operational project-authorisation route for animals used for scientific purposes."
PT-S021,Portugal,CNPD scientific research guidance for organisations,https://www.cnpd.pt/organizacoes/areas-tematicas/investigacao-cientifica/,Website,ethics and boundary regimes,2026-04-22,Portugal review and relabel,data/Portugal/raw documentation/source notes/Portugal deep-dive sources.md,"Main organisation-facing research-data and privacy guidance source."
PT-S022,Portugal,CNPD scientific research guidance for citizens,https://www.cnpd.pt/cidadaos/areas-tematicas/investigacao-cientifica/,Website,ethics and boundary regimes,2026-04-22,Portugal review and relabel,data/Portugal/raw documentation/source notes/Portugal deep-dive sources.md,"Citizen-facing explanation of scientific-research data rights."
PT-S023,Portugal,CRUP members,https://crup.pt/membros/,Website,research integrity offices and bodies,2026-04-22,Portugal review and relabel,data/Portugal/raw documentation/source notes/Portugal deep-dive sources.md,"Used to map the university sector for the institutional sweep."
PT-S024,Portugal,CCISP,https://ccisp.pt/,Website,research integrity offices and bodies,2026-04-22,Portugal review and relabel,data/Portugal/raw documentation/source notes/Portugal deep-dive sources.md,"Used to map the public polytechnic sector for the institutional sweep."
PT-S025,Portugal,U.Porto CEUP page,https://sigarra.up.pt/up/pt/p/como%20funciona%20a%20universidade%20do%20porto%3A%20comiss%C3%A3o%20de%20%C3%A9tica,Website,institutional procedures,2026-04-23,Portugal committee and case-file pilot,data/Portugal/raw documentation/source notes/Portugal deep-dive sources.md,"Used to confirm CEUP history, monthly plenary work, 2025 code revision, and the statement that documents, opinions and recommendations are available in SIGARRA."
PT-S026,Portugal,U.Porto CEUP documents page,https://sigarra.up.pt/up/pt/conteudos_geral.ver?pct_grupo=1200&pct_pag_id=1001669&pct_parametros=p_pagina%3D1001669,Website,reports and monitoring,2026-04-23,Portugal committee and case-file pilot,data/Portugal/raw documentation/source notes/Portugal deep-dive sources.md,"Used to confirm public folders for approved opinions, own-initiative opinions, and institutional-request opinions."
PT-S027,Portugal,CEIUC 2024 activity report,https://www.uc.pt/site/assets/files/2074568/relatorio_ceiuc_2024.pdf,PDF,reports and monitoring,2026-04-23,Portugal committee and case-file pilot,data/Portugal/raw documentation/source notes/Portugal deep-dive sources.md,"Used as the clearest Coimbra aggregate-reporting source for meetings, requests and opinion handling."
PT-S028,Portugal,CEIC indicators page,https://www.ceic.pt/web/ceic/indicadores-ceic,Website,reports and monitoring,2026-04-23,Portugal committee and case-file pilot,data/Portugal/raw documentation/source notes/Portugal deep-dive sources.md,"Used to confirm yearly clinical-ethics indicators and long-run aggregate statistics as a boundary-lane transparency source."
PT-S029,Portugal,CEIC opinions in evaluation page,https://www.ceic.pt/web/ceic/pareceres-em-avaliacao,Website,reports and monitoring,2026-04-23,Portugal committee and case-file pilot,data/Portugal/raw documentation/source notes/Portugal deep-dive sources.md,"Used to confirm public evaluation-status visibility in the clinical ethics lane without overstating it as a final-opinion archive."
ES-S001,Spain,CEEI official page,https://www.ciencia.gob.es/site-web/Ministerio/Mision-y-organizacion/Organismos-consultivos/CEEI.html,Website,research integrity offices and bodies,2026-04-23,Spain review and relabel,data/Spain/raw documentation/source notes/Spain deep-dive sources.md,"Current official portal for the national consultative integrity body."
ES-S002,Spain,Ley 14/2011 on Science Technology and Innovation,https://www.boe.es/buscar/act.php?id=BOE-A-2011-9617,Website,law references,2026-04-23,Spain review and relabel,data/Spain/raw documentation/source notes/Spain deep-dive sources.md,"Core legal basis for CEEI and the national science system."
ES-S003,Spain,Real Decreto 53/2023 on CEEI,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2023-2632,Website,law references,2026-04-23,Spain review and relabel,data/Spain/raw documentation/source notes/Spain deep-dive sources.md,"Main regulation for CEEI's organisation and functions."
ES-S004,Spain,Real Decreto 1045/2025 amending the CEEI regulation,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-23547,Website,law references,2026-04-23,Spain review and relabel,data/Spain/raw documentation/source notes/Spain deep-dive sources.md,"Latest mapped amendment clarifying pronouncements and information-gathering powers."
ES-S005,Spain,CEEI report on integrity in scientific and technical research,https://www.ciencia.gob.es/dam/jcr%3Ab5fcf7ef-48b0-48d6-b730-a5e3cd111489/InformeCEEI24.pdf,PDF,reports and monitoring,2026-04-23,Spain review and relabel,data/Spain/raw documentation/source notes/Spain deep-dive sources.md,"National report showing the Spanish consultative layer publishes substantive integrity analysis."
ES-S006,Spain,CEEI recommendations on procedures in integrity conflicts,https://www.ciencia.gob.es/dam/jcr%3A2e6a424e-1e32-4d9c-918a-3f9da7ca47e8/Recomendaciones%20procedimientos%20en%20conflictos%20de%20integridad%20Final.pdf,PDF,misconduct procedures,2026-04-23,Spain review and relabel,data/Spain/raw documentation/source notes/Spain deep-dive sources.md,"Core guidance on institutional procedure design and handling standards."
ES-S007,Spain,CEEI ethical recommendations for AI research,https://www.ciencia.gob.es/dam/jcr%3Acedef913-3842-4f90-9ffc-032d256125f0/CEEI_InformeRecomendacionesIA2023.pdf,PDF,national policies and guidance,2026-04-23,Spain review and relabel,data/Spain/raw documentation/source notes/Spain deep-dive sources.md,"Used to map AI as part of the Spanish integrity and ethics boundary layer."
ES-S008,Spain,CEEI admission instructions,https://www.ciencia.gob.es/dam/jcr%3Ac5683944-1d37-4feb-a1cb-4d58676dc09c/InstruccionAdmisionCEEI_311024.pdf,PDF,misconduct procedures,2026-04-23,Spain review and relabel,data/Spain/raw documentation/source notes/Spain deep-dive sources.md,"Best official source on the national request and admission workflow."
ES-S009,Spain,National Declaration on Scientific Integrity,https://www.crue.org/wp-content/uploads/2020/02/Declaraci%C3%B3n-Nacional-Integridad-Cient%C3%ADfica_.pdf,PDF,national policies and guidance,2026-04-23,Spain review and relabel,data/Spain/raw documentation/source notes/Spain deep-dive sources.md,"Key national soft-law declaration by CSIC COSCE and CRUE."
ES-S010,Spain,CRUE,https://www.crue.org/que-es-crue/,Website,research integrity offices and bodies,2026-04-23,Spain review and relabel,data/Spain/raw documentation/source notes/Spain deep-dive sources.md,"University-sector map and coordination layer."
ES-S011,Spain,Crue-I+D+i,https://www.crue.org/comision-sectorial/idi/,Website,research integrity offices and bodies,2026-04-23,Spain review and relabel,data/Spain/raw documentation/source notes/Spain deep-dive sources.md,"Research-policy coordination layer within the university sector."
ES-S012,Spain,RCE,https://redcomitesetica.es/,Website,research integrity offices and bodies,2026-04-23,Spain review and relabel,data/Spain/raw documentation/source notes/Spain deep-dive sources.md,"Interinstitutional ethics-committee network connecting universities and OPIs."
ES-S013,Spain,CSIC Ethics Committee,https://www.csic.es/es/el-csic/etica-e-integridad-cientifica-en-el-csic/el-comite-de-etica-del-csic,Website,institutional procedures,2026-04-23,Spain review and relabel,data/Spain/raw documentation/source notes/Spain deep-dive sources.md,"Core public-research-organisation committee route."
ES-S014,Spain,CSIC integrity and good practices,https://www.csic.es/es/el-csic/etica-e-integridad-cientifica-en-el-csic/integridad-cientifica-y-buenas-practicas,Website,institutional procedures,2026-04-23,Spain review and relabel,data/Spain/raw documentation/source notes/Spain deep-dive sources.md,"Main CSIC integrity portal for codes subcommittees and guidance."
ES-S015,Spain,ISCIII ethics committees and research support,https://www.isciii.es/en/servicios/comites-etica,Website,institutional procedures,2026-04-23,Spain review and relabel,data/Spain/raw documentation/source notes/Spain deep-dive sources.md,"Main ISCIII portal exposing CEI CEIyBA CIC and the Bioethics Committee of Spain."
ES-S016,Spain,ISCIII Code of Good Scientific Practice,https://www.isciii.es/documents/20119/523624/CodigoBuenasPracticasCientificas.pdf/6b468db9-efbb-8d5a-4ba2-5689f7e0f335,PDF,codes of conduct,2026-04-23,Spain review and relabel,data/Spain/raw documentation/source notes/Spain deep-dive sources.md,"Core institutional code for ISCIII's integrity architecture."
ES-S017,Spain,Universitat de Barcelona ethics and integrity,https://web.ub.edu/en/ethics-integrity,Website,institutional procedures,2026-04-23,Spain review and relabel,data/Spain/raw documentation/source notes/Spain deep-dive sources.md,"University route combining ethics committees and integrity infrastructure."
ES-S018,Spain,UAM Research Ethics Committee,https://www.uam.es/uam/en/investigacion/comite-etica,Website,institutional procedures,2026-04-23,Spain review and relabel,data/Spain/raw documentation/source notes/Spain deep-dive sources.md,"University committee route with mixed ethics and good-research-practice relevance."
ES-S019,Spain,UAM Code of Good Practice in Research,https://www.uam.es/uam/media/doc/1606869643805/codigo-de-buenas-practicas-en-investigacion-20-02-2013-2.pdf,PDF,codes of conduct,2026-04-23,Spain review and relabel,data/Spain/raw documentation/source notes/Spain deep-dive sources.md,"Institutional code used to map local good-practice obligations."
ES-S020,Spain,USAL Manual of Good Practices in Research,https://hrs4r.usal.es/wp-content/uploads/sites/173/2024/10/MBPI-2024_.pdf,PDF,institutional procedures,2026-04-23,Spain review and relabel,data/Spain/raw documentation/source notes/Spain deep-dive sources.md,"Current local manual showing the university execution layer."
ES-S021,Spain,CIR-CAT page,https://web.gencat.cat/en/generalitat/com-ens-organitzem/departaments/recerca-universitats/CIR-CAT,Website,research integrity offices and bodies,2026-04-23,Spain review and relabel,data/Spain/raw documentation/source notes/Spain deep-dive sources.md,"Core official source for Catalonia's subnational integrity body."
ES-S022,Spain,CIR-CAT internal regulations,https://web.gencat.cat/ca/generalitat/com-ens-organitzem/departaments/recerca-universitats/CIR-CAT/reglament-cir-cat,Website,misconduct procedures,2026-04-23,Spain review and relabel,data/Spain/raw documentation/source notes/Spain deep-dive sources.md,"Internal rules source for CIR-CAT's legal basis composition and functions."
ES-S023,Spain,CIR-CAT admission and processing procedure,https://web.gencat.cat/ca/generalitat/com-ens-organitzem/departaments/recerca-universitats/CIR-CAT/procediment-adminissio-tramitacio-integracio-cientifica,Website,misconduct procedures,2026-04-23,Spain review and relabel,data/Spain/raw documentation/source notes/Spain deep-dive sources.md,"Detailed public procedure for communications applications and publication of opinions."
ES-S024,Spain,CIR-CAT Recommendation 1/2025,https://web.gencat.cat/content/dam/webgencat/documents/la-generalitat/com-ens-organitzem/departaments/recerca-universitats/cir-cat/recomanacio_1_2025.pdf,PDF,reports and monitoring,2026-04-23,Spain review and relabel,data/Spain/raw documentation/source notes/Spain deep-dive sources.md,"Used to show subnational publication of substantive integrity output."
ES-S025,Spain,CERCA Ombudsperson operating regulations,https://cerca.cat/wp-content/uploads/2023/07/Ombudsperson_regulation_June2023.pdf,PDF,institutional procedures,2026-04-23,Spain review and relabel,data/Spain/raw documentation/source notes/Spain deep-dive sources.md,"Regional ombuds route with referral capacity to CIR-CAT."
ES-S026,Spain,Bioethics Committee of Spain,https://comitedebioetica.isciii.es/en/,Website,ethics and boundary regimes,2026-04-23,Spain review and relabel,data/Spain/raw documentation/source notes/Spain deep-dive sources.md,"Main national biomedical ethics boundary source."
ES-S027,Spain,Ley 14/2007 on Biomedical Research,https://www.boe.es/buscar/act.php?id=BOE-A-2007-12945,Website,law references,2026-04-23,Spain review and relabel,data/Spain/raw documentation/source notes/Spain deep-dive sources.md,"Core biomedical research law and legal basis for the bioethics layer."
ES-S028,Spain,AEMPS information regarding CEIm,https://www.aemps.gob.es/medicines-for-human-use/research-with-medicines-for-human-use/information-regarding-ethics-committees-for-investigation-with-medicinal-products-ceim/?lang=en,Website,ethics and boundary regimes,2026-04-23,Spain review and relabel,data/Spain/raw documentation/source notes/Spain deep-dive sources.md,"Current official AEMPS page for CEIm information directories and contact points."
ES-S029,Spain,Real Decreto 1090/2015,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2015-14082,Website,law references,2026-04-23,Spain review and relabel,data/Spain/raw documentation/source notes/Spain deep-dive sources.md,"Main clinical-trials and CEIm regulation."
ES-S030,Spain,MICIU animal project evaluation,https://www.ciencia.gob.es/Investigar/Evaluaciondeproyectos.html,Website,ethics and boundary regimes,2026-04-23,Spain review and relabel,data/Spain/raw documentation/source notes/Spain deep-dive sources.md,"Main animal-project evaluation and competent-authority route currently exposed by the ministry."
ES-S031,Spain,Real Decreto 53/2013,https://www.boe.es/buscar/act.php?id=BOE-A-2013-1337,Website,law references,2026-04-23,Spain review and relabel,data/Spain/raw documentation/source notes/Spain deep-dive sources.md,"Basic animal-research regulation for protection of animals used in scientific purposes."
ES-S032,Spain,CEPAFIC,https://www.mapa.gob.es/es/ganaderia/temas/bienestar-animal/en-la-investigacion/cepafic,Website,ethics and boundary regimes,2026-04-23,Spain review and relabel,data/Spain/raw documentation/source notes/Spain deep-dive sources.md,"National advisory body for animals used for scientific purposes."
SE-S001,Sweden,Act on responsibility for good research practice and the examination of research misconduct,https://www.uhr.se/en/start/laws-and-regulations/Laws-and-regulations/act-on-responsibility-for-good-research-practice/,Website,law references,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Core constitutive law defining research misconduct and the national board route."
SE-S002,Sweden,The Swedish Higher Education Act,https://www.uhr.se/en/start/laws-and-regulations/Laws-and-regulations/The-Swedish-Higher-Education-Act/,Website,law references,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Higher-education law source for academic credibility and good research practice duties."
SE-S003,Sweden,The Higher Education Ordinance,https://www.uhr.se/en/start/laws-and-regulations/laws-and-regulations/the-higher-education-ordinance/,Website,law references,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Core regulation for advice support local handling and annual reporting duties."
SE-S004,Sweden,Government bill 2018/19:58,https://www.regeringen.se/rattsliga-dokument/proposition/2019/03/prop.-20181958,Website,law references,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Legislative reform source for the current misconduct architecture."
SE-S005,Sweden,Npof English portal,https://npof.se/en/,Website,research integrity offices and bodies,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Main national misconduct-board portal."
SE-S006,Sweden,Npof decisions archive,https://npof.se/en/decisions/,Website,transparency and case publication,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Structured national archive of redacted misconduct decisions."
SE-S007,Sweden,Npof decisions penalties and appeals,https://npof.se/en/research-misconduct/decisions-penalties-and-appeals/,Website,misconduct procedures,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Explains decision consequences follow-up duties and appeal path."
SE-S008,Sweden,Npof publications,https://npof.se/en/about-us/publications/,Website,reports and monitoring,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Annual reports and explanatory publications for national misconduct practice."
SE-S009,Sweden,SUHF guidance for higher education institutions,https://suhf.se/app/uploads/2024/05/REK-2020-3-REV-Guidance-for-HEIs-efforts-to-prevent-manage-and-follow-up-on-suspected-deviations-from-good-research-practice-30-08-23-1.pdf,PDF,national policies and guidance,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Core sector guidance for the local non-FFP handling layer."
SE-S010,Sweden,Swedish Research Council Good Research Practice new edition,https://www.vr.se/english/mandates/ethics/good-research-practice---new-edition.html,Website,national policies and guidance,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Current national soft-law guidance route for good research practice."
SE-S011,Sweden,Swedish Research Council ethics in research,https://www.vr.se/english/mandates/ethics/ethics-in-research.html,Website,funder requirements,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Current funder and ethics overview linking grants good practice and consequences."
SE-S012,Sweden,Formas governing documents,https://formas.se/en/start-page/about-formas/how-formas-is-governed/governing-documents.html,Website,funder requirements,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Current Formas policy and governing-document entry point."
SE-S013,Sweden,Forte AI guidelines for applicants,https://forte.se/sok-finansiering/bedomning-och-beslut/riktlinjer-for-anvandande-av-ai-verktyg,Website,funder requirements,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Used to map current funder language on plagiarism manipulation and applicant responsibility."
SE-S014,Sweden,Vinnova harmonized funding terms,https://www.vinnova.se/en/news/2025/01/term-for-funding-is-harmonized-between-authorities/,Website,funder requirements,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Current pointer to harmonized public funding terms."
SE-S015,Sweden,Swedish Ethical Review Authority English portal,https://etikprovningsmyndigheten.se/en/,Website,ethics and boundary regimes,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Main national portal for ethical review of research on humans."
SE-S016,Sweden,Guide to the ethical review of research on humans,https://etikprovningsmyndigheten.se/wp-content/uploads/2024/05/Guide-to-the-ethical-review_webb.pdf,PDF,ethics and boundary regimes,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Current practical guide to whether and how ethical review applies."
SE-S017,Sweden,The Ethical Review Act,https://www.uhr.se/en/start/laws-and-regulations/Laws-and-regulations/the-ethical-review-act/,Website,law references,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Core legal basis for the human-research ethics regime."
SE-S018,Sweden,ONEP English overview,https://www.onep.se/en/,Website,ethics and boundary regimes,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Appeal and supervision body for ethical review."
SE-S019,Sweden,Karolinska Institutet governance and delegation source,https://staff.ki.se/media/170349/download,PDF,institutional procedures,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Institutional source for KI's council on deviations from good research practice."
SE-S020,Sweden,Lund University good research practice,https://www.staff.lu.se/node/5195,Website,institutional procedures,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Strong public local route for the split between Npof and local handling."
SE-S021,Sweden,Uppsala University misconduct in research,https://www.uu.se/en/staff/gateway/research/research-ethics/misconduct-in-research,Website,institutional procedures,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Institutional route naming NUAF and trusted persons."
SE-S022,Sweden,University of Gothenburg research ethics,https://www.gu.se/en/research/research-ethics,Website,institutional procedures,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Institutional portal showing both deviation and ethics-support structures."
SE-S023,Sweden,Stockholm University procedure for handling suspicion of deviation from good research practice,https://medarbetare.su.se/en/our-su/governance/rules--regulations/research/procedure-for-handling-suspicion-of-deviation-from-good-research-practice,Website,institutional procedures,2026-04-23,Sweden review and relabel,data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,"Institutional procedure page for local handling."
